Nama File;Requirement Statement;Noise?
29_PDT-O7SRS-uji29;Files can be added to a project by the following methods. Import from File System Drag and Drop.;0
29_PDT-O7SRS-uji29;"Any file that is not added to a project using the ""New PHP file Wizard"" will be given the default file encoding of the project.";0
29_PDT-O7SRS-uji29;A project can be saved, retrieved, and synchronized with a CVS repository. All the properties of the project and files in the project (encoding, version, etc) will be saved, retrieved, and synchronized with the repository.;0
29_PDT-O7SRS-uji29;These are the menu items that affect a PHP project. There may be other items on the Project Menu because eclipse supports other types of projects. The Project Menu items vary based on the project selected.;0
29_PDT-O7SRS-uji29;During typing the PHP inspector is run and highlighting of errors (a squiggly line under the code) occurs for the file. Errors detected during typing are not displayed in the problems view. The build options in the project menu determine when the eclipse builder is run. The eclipse builder is potentially a long running operation. Depending on the changes made, every file in the workspace could be rebuilt. Eclipse attempts to determine the files that have changed based on the project dependencies. The eclipse builder is run as a background task so that the developer can continue to work. Problems detected during the build phase will show up in the problems view and will be highlighted using a squiggly line under the code.;0
29_PDT-O7SRS-uji29;When a project is closed, it can no longer be changed and its resources no longer appear in the Package Explorer, Project Outline View, etc. To re-open the project, select the project in the PHP Explorer View and click on Open Project. Eclipse doesn’t have a concept of .prj files.;0
29_PDT-O7SRS-uji29;Following are the right click menu items for a project. Some of the menu items may be handled by the low level eclipse infrastructure and not require implementation by the PHP project. Other are open issues to be resolved, but are listed here since they will show up in the Menu unless some specific action is taken to turn them off.;0
29_PDT-O7SRS-uji29;When a location is specified, any directory/file at that location will be part of the project. Only the developer’s data files will reside at the location. Eclipse internal project files will reside in a eclipse internal directory.;0
29_PDT-O7SRS-uji29;The ability to create a PHP file with the following properties will be supported.;0
29_PDT-O7SRS-uji29;A Local history of a file is maintained when you create or modify a file. Each time you edit and save a file, a copy of it is saved. This allows you to compare your current file state to a previous state, or replace the file with a previous state. Each state in the local history is identified by the date and time the file was saved.;0
29_PDT-O7SRS-uji29;If the project is being maintained in CVS, the option to compare, replace, restore, etc the file from CVS will be supported. Anytime a PHP file is synchronized with a CVS repository, the properties of a file are transferred (encoding).;0
29_PDT-O7SRS-uji29;The PHP Inspector is responsible for analyzing all PHP code files in an Eclipse Platform. The PHP inspector should inspect the following: PHP Elements. PHP classes – including the following data. File name. Positions. Modifier.;0
29_PDT-O7SRS-uji29;This is the source of all PHP language classes, functions and constants. This data should come in the;0
29_PDT-O7SRS-uji29;format of PHP files that can be editable.;0
29_PDT-O7SRS-uji29;The file should be located as part of the plugin/installation directory in a lib directory.;0
29_PDT-O7SRS-uji29;Two files should be included: phpFunctions4.php phpFunctions5.php;0
29_PDT-O7SRS-uji29;Any change in these files will effect the following in all projects:;1
29_PDT-O7SRS-uji29;PHP Editor should extend the Web Tools text editor and should inherit all its capabilities and actions. The PHP Editor should allow working on more then one programming language at the same time (PHP & HTML);0
29_PDT-O7SRS-uji29;Syntax Coloring – PHP Editor should color several languages at the same time. The Syntax Coloring should be customizable through the Editor preferences.;0
29_PDT-O7SRS-uji29;Should support both PHP 4 and PHP 5 (see PHP Project – PHP Version);0
29_PDT-O7SRS-uji29;Should color: default text, keywords, variables, numbers, strings, herdocs,;0
29_PDT-O7SRS-uji29;Single-line comments, Multi-line comments, PHP tags, function names.;0
29_PDT-O7SRS-uji29;Supports both PHP 4 and PHP 5 (see PHP Project – PHP Version);0
29_PDT-O7SRS-uji29;Support Auto Activate if possible and suitable for Eclipse (with size limit and time delay);0
29_PDT-O7SRS-uji29;Suggests and completes classes, functions, variables, constants and keywords, PHPDoc tags, PHPDoc variables;0
29_PDT-O7SRS-uji29;Shows function signature while calling the function.;0
29_PDT-O7SRS-uji29;The PHP editor will have a wizard that will support the following search options Classes Functions Constants Variables.;0
29_PDT-O7SRS-uji29;The scope of files searched can be limited to Workspace, Selected Resources, Enclosing Projects, and Working Set. When the search is completed the PHP will open a search view with the results. Files when opened in the editor will be annotated with the search result.;0
29_PDT-O7SRS-uji29;Annotation is a piece of information attached to a certain region of a text document. Annotations are shown in a vertical ruler on the left side of the text, an overview ruler on the right side of the text, as a highlighted word or as colored squigglies underneath text. Annotations are largely dependent on the kind of document being edited.;0
29_PDT-O7SRS-uji29;The editor will support moving to the next/previous annotations by icons on the Tool Bar and menu items. The editor will support the preferences set in annotation preference wizard supported by the Workbench.;0
29_PDT-O7SRS-uji29;Quick Diff provides color-coded change indication while you are typing. When the mouse cursor is placed over a change in the vertical ruler, a hover displays the original content, which can be restored using the ruler's context menu. Quick Diff will support both local history and CVS.;0
29_PDT-O7SRS-uji29;The PHP Editor will support the standard eclipse Key Bindings. Some examples are below.;0
29_PDT-O7SRS-uji29;The Outline view displays a Tree representation of the contents of the editor that is currently visible in the editor area of the workbench. For PHP files, the Outline should display elements like classes, functions, variables, included files, and constants. It should optionally also display the content outside the PHP areas (ex. HTML, XML, CSS, JavaScript).;0
29_PDT-O7SRS-uji29;Global Menus: Collapse all, Expand all, Show PHP/HTML;0
29_PDT-O7SRS-uji29;PHP nodes: Add/Delete/Rename class, function, variable, included file, constant (in the long future);0
29_PDT-O7SRS-uji29;Other content: Provide default behavior that is available on the other editors. For example, HTML content nodes should have the same context menu when in an HTML file.;0
29_PDT-O7SRS-uji29;Selection: Selecting the Tree node in the Outline view highlights the represented element on the editor. This should also work in the other direction, meaning that the Outline view should highlight the node represented by the area under the editor’s caret.;0
29_PDT-O7SRS-uji29;The Project Outline View is a new View to the Eclipse Platform. This View is very similar to the Outline;0
29_PDT-O7SRS-uji29;View except that it should display the elements of the project correspondent to the opened file.;1
29_PDT-O7SRS-uji29;All other functionality should be identical to the Outline View. This view is basically gathering of all Outline Views data of the entire project files. Similar to the Package Explorer from the JDT, the PHP Explorer shows the PHP element hierarchy of the PHP projects in the workbench. It provides a PHP-specific view of the resources shown in the Navigator.;0
29_PDT-O7SRS-uji29;The element hierarchy is derived from the project's build paths.;0
29_PDT-O7SRS-uji29;The PHP Explorer View will support using Working Set to determine the projects that are shown.;0
29_PDT-O7SRS-uji29;The actions (right click menus) of the Explorer view are derived form the Project actions (appears in section 3.1 under Right Click Menu Items).;1
29_PDT-O7SRS-uji29;"The Problems view should display all PHP errors and warnings. Should include ""include files"" problem (in the future). All errors and warnings will have a description, resource, folder, and location associated with them. Resource refers to the php file containing the problem. Folder refers to the directory containing the php file. Location will refer to the line number containing the problem.";0
29_PDT-O7SRS-uji29;When a user clicks on a problem in the problems view, the php file containing the error or warning will be displayed in the editor.;0
29_PDT-O7SRS-uji29;When a user clicks on a missing include file, a file wizard will appear to add the file to the project.;0
29_PDT-O7SRS-uji29;Syntax Coloring – customized syntax highlighting for PHPDoc tags and their values (see Editor – Syntax Coloring).;0
29_PDT-O7SRS-uji29;Inspection – The value of the following tags should be inspected: abstract, access, author, copyright, deprecated, example, exception, final, global, ignore, internal, link, magic, name, return, package, param, see, since, static, staticvar, subpackage, throws, todo, var and version.;0
29_PDT-O7SRS-uji29;Code Assist – for the list of tags appears above there should be code assist as well.;0
29_PDT-O7SRS-uji29;Adding description Outline view – right click action to add description to the selected data Project Outline View - right click action to add description to the selected data Code Assist – Button and shortcut to add description to the selected data in the list (if possible, will be added in future versions).;0
29_PDT-O7SRS-uji29;In a document with PHP as well as other content (i.e. HTML), each content should have a Formatting strategy. The strategy for foreign content (i.e. HTML) should be the same as those provided by standalone editors. This section emphasized on the Formatting options for the PHP content and Doc areas.;0
29_PDT-O7SRS-uji29;"Invocation: Formatting is initiated by either ""ctrl-shift F"" key combination of through menu. There should be both a global menu item and a context menu item.";0
29_PDT-O7SRS-uji29;Default encoding for each project – will open file from the Explorer view with this encoding;0
29_PDT-O7SRS-uji29;File chooser will include a list of all available encoding options with the default encoding selected.;0
29_PDT-O7SRS-uji29;Saving file with a specific encoding or the default one.;0
29_PDT-O7SRS-uji29;This is a Toolbar and Menu option similar to the JDT’s Open Type. The JDT’s version of Open Type is a dialog that allows the user to search for Classes and Interfaces and subsequently open the file that defines it. For PHP, this behavior will be extended for Classes, Functions, and Constants.;0
29_PDT-O7SRS-uji29;View with all the PHP functions available in the language according to the PHP version defined in the edited file’s project (see PHP Functions – PHP Language Data).;0
29_PDT-O7SRS-uji29;Open manual - with an explanation about the selected PHP function from the list.;0
29_PDT-O7SRS-uji29;Short description - in a tool tip about the function and its arguments;0
29_PDT-O7SRS-uji29;Adding - the function to the edited file.;0
29_PDT-O7SRS-uji29;This view is an offline view of the PHP Manual (http://www.php.net/download-docs.php). The PHP IDE should be customizable to work with any downloaded version of the PHP Manual (should support different languages). The manual control will be supported by extension point to add new manuals from different sites.;0
29_PDT-O7SRS-uji29;"The view should support: Quick link from the editor depends on the caret location and the relevant function Link from the PHP functions list;";0
29_PDT-O7SRS-uji29;In eclipse, Perspectives define the initial set and layout of views in the Workbench window. A Perspective provides a set of functionality aimed at accomplishing a specific type of task or working with specific types of resources;0
29_PDT-O7SRS-uji29;"The PHP perspective will include the following views: PHP Explorer View Outline View Editor View Project Outline View Problems View PHP Manual View (if possible with embedded browser problem) PHP Functions View Search View (after the first search);";0
29_PDT-O7SRS-uji29;The PHP perspective will save state (views, files opened, etc) when closed. And reopen to the same state. The PHP perspective will support customization through the Customize Perspective wizard. The customized perspective can be saved under a user specified named. It is possible for a developer to have multiple PHP perspectives with different customizations each with its own name. The PHP perspective will also support resetting the perspective back to the default settings.;0
29_PDT-O7SRS-uji29;"The Debug Perspective will present the user with common debugging tasks. There will be toolbar buttons to stop, pause, and start execution. The perspective will contain the following views;";0
29_PDT-O7SRS-uji29;"Gather all TODO tasks from the entire PHP project files to a complete list (as it is today). The List should appear next to the Problems View. TODO task should start with ""TODO"".";1
